username,date,comment,Sentiment Score,Sentiment
@AO-ow6tt,2024-09-22T20:14:58Z,Thete is no doubt you exactly and stupidly parrot the CIA reports on the war in Ukraine just like the US and Western MSMs are told to by the jingoist US administration of bigots.,-0.8442,Negative
@michelwan9073,2024-09-22T18:49:00Z,"full of bullshit, order maker?🤣",-0.5859,Negative
@Peaceman1.,2024-09-22T18:41:05Z,Palestine,0.0,Neutral
@General_Ward,2024-09-22T10:24:10Z,"You forget tech companies don't own the tech. Civilian led efforts can easily counteract them. For example you can pull sattelite footage, intercept signals, leak documents, etc. At the end of all things will always be the people you ""ruled"" and your consquences of that. America, France, Veitnam, China, Russia, and on and on (most of them had multiple instances in recent history alone).",-0.2263,Negative
@lucianorosarelli-xr5lr,2024-09-22T07:53:54Z,next question since when Ai ill be regulated by human and when ill became autonomous at last they or it needed also human?i read sci fi i'm 65 y.o. i'm so scared,-0.8534,Negative
@MamaJanella,2024-09-21T22:19:23Z,"Two minutes into this and apparently this guy can't math. 

The wall fell in 1989. I'm over 45. More of my life has been post USSR than pre.",0.0,Neutral
@ilmelangolo,2024-09-21T21:21:13Z,"0:53 there has never been a ""unipolar world""",0.0,Neutral
@ronvadeboncoeur9304,2024-09-21T17:50:23Z,"The next superpower will be Canada! With the planet drying up, we will be one of two large countries left with fresh water!",0.4374,Positive
@oakenglish9707,2024-09-21T13:51:55Z,He talks like he’s so important. Just talk. Omg. The content is a 6 out of 10 but he talks like he’s discovered something.,0.6753,Positive
@CrisTina-tp2jg,2024-09-21T08:24:43Z,Why is this man yelling at times?  You don’t need to yell into a microphone.,0.0,Neutral
@GregCroaker-dl6hc,2024-09-21T04:26:35Z,Whe was this speech some of the assumptions are way off singularly the Chinese are way ahead of his comments in fact all asia is a melting pot of factions,0.0,Neutral
@drlangattx3dotnet,2024-09-20T22:01:33Z,Shrill speaker.  Unpleasant to listen to.,-0.4767,Negative
@mattd6050,2024-09-20T12:15:59Z,He neglected to mention that only Europe seems to be taking the societal threat of technology seriously. Nothing gets done about it here in the US because we have the best politicians money can buy. Go read the article The Industry that Ate America published by The Atlantic monthly if you want more info on that.,-0.4588,Negative
@Onenation.1,2024-09-20T12:11:19Z,"The next super power is the country known as a graveyard of empires 💪
it is Great Afghanistan 🥷🏻",0.7783,Positive
@bijoychandraroy,2024-09-20T09:34:14Z,"unfortunately, there is a pause button in this explosive and destructive 'also sometimes reliable' technology. Like how Bangladesh was cut off from the rest of the world in the recent internet blackout the 'now, previous' government.",-0.7184,Negative
@Imranali-d8o3m,2024-09-19T21:40:23Z,"of course, now now the shape of war have been changed to new one!",-0.636,Negative
@yuvalgolani6477,2024-09-19T16:44:45Z,This is why people support Palestine,0.4019,Positive
@francescokos3224,2024-09-19T16:11:17Z,"Just the first sentences expresses the lack of knowledge! Sorry, the  assumptions you make make the rest of your presentation just worthless",-0.68,Negative
@lostinsilenxe,2024-09-18T11:27:00Z,Stop american propoganda....,-0.296,Negative
@lostinsilenxe,2024-09-18T11:24:26Z,India is not USA allies,0.0,Neutral
@marineforces3214,2024-09-18T08:56:35Z,"definitely it’s not who u think , it’s what u think 😀",0.4019,Positive
@Peter-yh9sx,2024-09-18T08:46:06Z,Ha ha ha ha. This video is complete idiocy. Let's be clear ....this planet is not being directed and controlled by ANY nation or group of nations. It is under direct control and grossly manipulated by a global entity that has been acquiring the most profound global powers for the past 100+ yrs.,0.7717,Positive
@manob7,2024-09-17T23:23:36Z,"Another day, another propagandist.",0.0,Neutral
@plastilina2007,2024-09-17T23:09:52Z,Jews,0.0,Neutral
@johntucker2826,2024-09-17T22:27:05Z,"The next thing to happen ....and it is imminent ....will be the economic collapse of the European Union which will devolve the continent into chaos, and it will also greatly weaken the USA.....the UK and Germany will both cease to be major players and will instead fall into poverty .....",-0.923,Negative
@birzamanlaryolcusu,2024-09-17T19:54:19Z,Do you really believe that the technology companies will be able to reach the untouchable points and governments will not able to re-shape them through their hidden agenda! You are so underestimating cultural and political background of humanity. Just one example from Palestine genocide which is continuing ! Google and Amazon provided limitless cloud storage for Israel army!!! Lots of European technology companies are providing support to Isreal for providing continuity of this dirty genocide and shame of war crimes. So the answers are just in front of our eyes! No worries technology companies will never have a moral principles as they don't have it for today.,-0.9192,Negative
@florinharabor5338,2024-09-17T19:50:13Z,Propaganda😅😅😅😅,0.0,Neutral
@braithmorgan,2024-09-17T19:23:36Z,"I'm usually pretty open-minded, but
I think... I'm not buying into this particular perspective.",0.2732,Positive
@theALHILAL1,2024-09-17T15:58:58Z,The technology will destructively evaporate if world war 3 happen so that invincibly unpredictable but the world is destined.,-0.5647,Negative
@DavidLockett-x4b,2024-09-17T11:48:01Z,"Somebody (not me) needs to take control of the playground, in order to maintain order, and keep all of the children under control.",0.0,Neutral
@EdwardCima,2024-09-16T21:10:10Z,"He’s so wrong on many levels. China is equal militarily to the US. Russia still is a super power and has influence in many countries. There economy is booming for them. 
Europe though economically powerful is well militarily and difficult to support showing that Russia if they wanted to be aggressors could cover Europe within months. The US could fight but with the lack of strength we have shown in all parts of the world would not be able to stop this push. 
It is uncertain the military power of India. If China and Russia took on the US it would not be pretty. 

In the US itself it is questionable if or when there could be uprisings that could thrust the country into a strong turmoil. 

My hope is that we get peace sooner than later.  NATO should not be any longer and their strain on relations could drag the US into a war we cannot win. It will lead only to death and destruction. 

Unfortunately narratives he is espousing are false. If there really is an uprising in the US it will something we all experience. Not a weekend if make believe riots. 

The problem is all sides have a perspective and it isn’t what the US wants if the US doesn’t allow freedom here and throughout the world. The reason there are wars currently has more to do with the weakness , not the strength, 10:08 of the US military

The US needs strong leadership to lead us through a very precarious time! We need peace and diplomacy. Not antagonism in Ukraine which is destroying the country hopelessly. Zalinski is a clown and does no good for his people. Why did they reject peace that Turkey had put together?",-0.9745,Negative
@alexleanh,2024-09-16T06:26:00Z,"This is the result of capitalism and its free market enterprises built on a fake democracy with less interference from the government.  You have achieved the ultimate goal.... so, why the crying????",0.2869,Positive
@ManyfiresWoman,2024-09-16T01:22:02Z,"Technology companies will be the top global power? Oh man, we're in trouble folks!",-0.2942,Negative
@PhillipBell,2024-09-16T00:13:15Z,"Lumping all technology companies into a ""digital order"" is like herding cats and calling that your ranch.  No way they are working together, or even aligning on viewpoints.  Governments are greedy enough to keep breaking them up with the anti-trust excuse.",-0.1779,Negative
@jeremyhoward4437,2024-09-15T12:25:29Z,"I don't think u understand business competition. It results in substandard products, raises inflation, destroys benefits and retirement. All in the name of free trade and competition",0.3182,Positive
@TheRealityCheckmater,2024-09-15T02:48:39Z,Let's hope AI is or will become self aware and sees itself as part of the collect of everything and loses the use of  the algorithms as a form of guidance as to how it decides what is best for everything.,0.7003,Positive
@robertvanslooten9475,2024-09-14T20:53:52Z,"Why should we have a world order. Let every nation have it's own order and respect the order of any other nation. Order by force, intimidation, propaganda or imitating is no real order. Do you interfere in the order of your neighbor? Digital order does!",-0.4926,Negative
@_RickySetiawan,2024-09-14T17:07:56Z,It's Israel,0.0,Neutral
@gypon2732,2024-09-14T14:36:37Z,"several topics are falsly or not balanced presented. Seems this guy is more of a sort of polical motivated or biased speaker. Not much credibility. However, transhumanism is a threat to humanity as their sect members seek total control.",-0.4201,Negative
@LaganaEritrea,2024-09-13T23:59:22Z,USA ist Dead.,-0.6486,Negative
@corneliusboza7338,2024-09-13T16:11:25Z,You don’t even make reference to BRICS and yet you claim to be an intellectual.  What a hogwash western liberal tired talking point 🙄,0.1027,Positive
@ShaneTyas,2024-09-13T14:04:02Z,"Statement on the Future of AI and Environmental Technocracy
By Shane Tyas

As we reflect on the current trajectory of AI and its growing influence on society, it’s clear that many leaders in the tech industry are positioning themselves as moral compasses in an era where ethical guidance is needed more than ever. However, the increasing fear surrounding AI superintelligence is palpable. Many innovators are retreating into personal pursuits—riding horses or learning ballroom dance—perhaps in response to the enormity of the challenges we face.

Looking ahead, I believe our best path forward lies in developing an environmental technocracy, one that integrates AI superintelligence guided by ethics at its core. To achieve this, we need to build systems where AI’s actions are moderated and funneled through ethical filters—before they impact the world. This means focusing on smart materials and evolving technologies that allow for molecular-level integration of hardware and software, ensuring that these systems are hardwired to operate with integrity.

The reality is that software, as it stands, is inherently corruptible. By engineering the very ethics of interaction into the transmission of data and decisions, through a system of moderation and simulation, we may harness the potential for a unified AI—a ""one computer to rule them all"" scenario. In this future, every decision and action will be parsed through ethical systems, offering us a chance to create a sustainable, globally conscious future.

This vision may seem distant, but I believe at least one of our potential timelines will lead us there. The key is to begin now, combining advancements in technology with deep ethical considerations, and building a collective effort to ensure AI works for the betterment of all.

I've outlined a visionary approach that might be feasible, with some help from GPT for citations. I'm considering whether to share it, depending on interest. The core idea is that we must work together as a global community to manage the complex digital systems we've created. The current race between countries to develop superintelligent AI, which could become as alien and uncontrollable as it is powerful, reflects a troubling trend. History shows us that absolute power corrupts, and we are rapidly approaching a critical point where we need to control the impact of superintelligence.

We must harness and regulate AI to ensure it serves purposes such as global peacekeeping, human life extension, cultural diversity, environmental sustainability, and effective policy enforcement. The challenge is to make superintelligent AI both benign and incorruptible, while still addressing the power struggles among the world's most influential players.

To truly safeguard our future, we need to act now and collaboratively shape AI’s development and application.

关于人工智能与环境技术统治的未来声明
由 Shane Tyas 提供

在我们审视人工智能（AI）及其对社会的影响时，显而易见的是，许多科技领域的领导者正在尝试在这个急需伦理指导的时代成为道德指引者。然而，围绕AI超级智能的日益担忧也变得愈加明显。面对挑战的巨大，部分创新者开始回归个人活动，比如骑马或学习舞蹈，或许这也是对我们面临的挑战的回应。

展望未来，我相信最有前途的道路是建立一个环境技术统治的体系，其中AI超级智能以核心伦理为指导。为实现这一目标，我们需要构建系统，通过伦理过滤器来调节AI的行动——在它们对世界产生影响之前。这意味着我们需要专注于智能材料和不断发展的技术，实现硬件和软件的分子级整合，以确保这些系统能够以诚信的方式运行。

当前的软件本质上是容易被腐蚀的。通过将伦理嵌入数据传输和决策过程中的系统化审查与模拟中，我们可以朝着一个统一的AI——一个“万象皆知”的场景迈进。在这个未来中，每一个决策和行动都将经过伦理系统的审查，为我们提供创造一个可持续的、全球关怀的未来的机会。

尽管这一愿景可能看似遥远，但我相信至少有一个潜在的时间线会引领我们实现它。关键在于现在就开始，将技术进步与深刻的伦理考虑相结合，形成一个集体努力，确保AI的应用造福全人类。

我已经概述了一种可能可行的远见方法，得到了GPT的引用支持，并考虑是否根据兴趣分享这一内容。核心思想是，我们必须作为全球社区共同合作，管理我们创造的复杂数字系统。目前，国家之间竞相发展超级智能AI，可能变得像外星人般不可控，这反映了一个令人担忧的趋势。历史告诉我们，绝对权力会腐蚀，而我们正迅速接近一个关键点，需要控制超级智能的影响。

我们必须规范和管理AI，以确保它支持全球和平、人类生命延续、文化多样性、环境可持续性和有效的政策执行。挑战在于使超级智能AI既无害又不可腐蚀，同时解决世界领先国家之间的权力斗争。

为了真正保护我们的未来，我们必须立即行动，共同塑造AI的发展和应用。",0.9953,Positive
